source	target	mor
Hnf4a	Dr1	1
Hnf4a	Pklr	1
Lhx4	Ift172	1
Gata4	Edn1	1
Dlx5	Bglap	1
Ybx3	Erbb2	1
Junb	Ccnd1	-1
Tp53	Abcc1	1
Znf423	Oaz3	1
Hr	Ccl7	1
Nr1h4	Vars1	1
Sp1	Tnfrsf8	1
Cebpd	Adra1d	1
Cebpd	Tnf	1
Cebpb	Col1a1	1
Cebpd	Col1a1	1
Smad3	Col1a2	1
Smad4	Col1a2	1
Vdr	Ca2	1
Tfam	Ghrhr	1
Spib	Pdlim7	1
Pitx3	Th	1
Myod1	Rb1	1
Srebf1	Acly	1
Srebf2	Acly	1
Sp1	Scarb1	1
Runx2	Cebpd	1
Cebpd	Cebpd	-1
Elf4	Aldoa	1
Cebpa	Onecut1	-1
Fos	Bglap	-1
Yy1	Bglap	-1
Hes1	Neurog1	-1
Hes5	Neurog1	-1
Esr2	Tert	1
Myod1	Mapk1	1
Myod1	Mapk14	1
Myod1	Myod1	1
Neurod1	Sct	1
Nr2c2	Xiap	1
Stat3	Socs1	1
Ybx1	Hnrnpl	1
Foxn1	Mmp9	1
Nr4a1	Pomc	1
Sp1	Atp1b1	1
Tbx5	Bmp2	1
Sp1	Vegfa	1
Ahr	Crebbp	1
Cebpb	Crebbp	1
Irf1	Socs1	1
Stat5b	Socs3	1
Tlx1	Wt1	1
Sp1	Ptgs2	1
Hivep1	Col2a1	1
Sox9	Col2a1	1
Onecut1	Neurog3	1
Smad2	Pdgfb	1
Smad3	Pdgfb	1
Smad4	Pdgfb	1
Sp1	Ager	1
Stat5b	Gck	1
Stat3	Icam1	1
Esr1	Prl	1
Nkx3-1	Casp8	1
Id2	Cav3	1
Myog	Cav3	1
Myog	Id2	1
Myod1	Tp53bp1	1
Myog	Tp53bp1	1
Myc	Tp53bp1	1
Myc	Jup	1
Hand1	Ngfr	-1
Hand1	Tnfrsf1b	1
Hand2	Ngfr	1
Hand2	Tnfrsf1b	1
Pax7	Pax7	1
Jun	Actb	1
Cebpd	Ptgs2	1
Egr1	Th	1
Sp1	Th	1
Hesx1	Pkn1	1
Hesx1	Rho	1
Smad4	Tgfb1	1
Sp1	Smad7	1
Vdr	Sp1	1
Sp1	Vdr	1
Hif1a	Adm	1
Pparg	Nos2	-1
Dbp	Per1	1
Bmal1	Per1	1
Clock	Per1	1
Dbp	Bmal1	1
Bmal1	Dbp	1
Atf2	Ifnb1	1
Irf3	Ifnb1	-1
Jun	Ifnb1	1
Ets1	Csnk2a1	1
Sp1	Csnk2a1	1
Hif1a	Th	1
Skil	Th	1
Sp1	Krt4	1
Runx1	Cdk4	1
Esr1	Cdkn2a	1
Runx1	Cdkn2a	1
Usf2	Hgf	1
Tp53	Mapk8	1
Esr1	Ugt1a1	1
Nr2c1	Tnfsf14	1
Junb	Cdkn2a	1
Stat3	Agt	1
Myc	Surf1	1
Yy1	Surf1	1
Pitx1	Pitx3	1
Pitx2	Pitx3	1
Pitx1	Gnrhr	1
Ppara	Cyp4f3	1
Sp1	Serpinb1a	1
Spi1	Serpinb1a	1
Myog	Myog	1
Pparg	Cebpa	1
Cebpa	Pparg	1
Cebpb	Pparg	1
Cebpg	Pparg	1
Ppara	Cpt1b	1
Sp1	Por	1
Ssrp1	Por	1
Noto	Cnot6	1
Noto	Noct	1
Esr1	Vegfa	1
Atf6	Tg	1
Pitx2	Apoa1	1
Pou3f1	Sstr1	1
Stat3	Cebpd	1
Spi1	Mmp2	-1
Foxm1	Sftpb	1
Cux1	Ifng	1
Cux1	Pik3c3	1
E4f1	E4f1	1
Myc	Fgfbp1	1
Sp1	Fgfbp1	1
Sp1	Utrn	1
Foxo1	Bcl2l1	1
Pax3	Bcl2l1	1
Nr4a3	Pomc	1
Hoxb4	Pgr	1
Smad7	Spta1	1
Batf3	Il2	-1
Cebpg	Crp	1
Stat3	Crp	1
Cebpb	Crp	1
Cebpb	Sh2d1a	1
Stat3	Sh2d1a	1
Sp1	Serpine1	1
Stat5a	Epor	1
Stat5a	Jak2	1
Runx1	Itgal	1
Pax6	Mmp9	1
Sp1	Tgm1	1
Cdx2	Gucy2c	1
Tp53	Ubc	1
Nr1h3	Myc	1
Fosl1	Mmp13	1
Pax4	Gcg	-1
Pax4	Ins2	-1
Pax6	Ins2	-1
Nfe2	P11517	1
Nfe2	Hbb	1
Znf143	Tcp1	1
Znf76	Tcp1	1
Tp53	Casp3	1
Sp1	Pgr	1
Esr1	Pgr	1
Pgr	Esr1	1
Esr1	Egf	1
Srf	Mylk	1
Creb1	Nos1	1
Cux1	Ngf	1
Cux1	Ntrk1	1
Ybx1	Fas	-1
Stat3	Il10	1
Cebpa	Hsd11b1	1
Cebpb	Hsd11b1	1
Atf2	Ins2	1
Creb1	Ins2	1
Zglp1	Ins2	1
Zglp1	Ripk1	1
Tp53	Vegfa	-1
Ybx3	Lct	1
Ybx3	Ybx3	1
Ybx3	Zdhhc2	1
Myc	Gadd45a	-1
Nfyb	Ciita	1
Rfx5	Ciita	1
Elk1	Tnf	1
Etv3	Fgf2	-1
E2f1	Tyms	1
Myc	Cdkn2a	1
Hnf4a	Erbb2	1
Hnf4a	Src	1
Nkx2-1	Sftpd	1
Srebf1	Srebf1	1
Stat3	Cdkn1b	1
Stat3	Theg	1
Tp73	Vegfa	-1
Kat7	Col1a2	1
Foxm1	Tf	1
Sp1	Star	1
Hif1a	Bnip3	1
Nr1i2	Nr1i2	1
Nr1i3	Nr1i2	1
Nr1i2	Nr1i3	1
Pparg	Tbxas1	1
Myc	Nfkbia	1
Sox10	Mpz	1
Sox10	Sox10	1
Hr	Sla	1
Hr	Slc26a3	1
Hr	Tnf	1
Mef2a	Mef2a	1
Nr4a1	Cabin1	1
Myf5	Myod1	1
Myod1	Myf5	-1
Esr1	Mmp9	1
Fos	Mmp9	1
Hesx1	Camk2a	1
Sp1	Lhb	1
Pax2	Gcg	1
Esr1	Ptcra	1
Sox10	Mitf	1
Cebpg	Il24	1
Jun	Il24	1
Evx2	Bmp4	1
Gbx2	Bmp4	1
Tp53	Psen1	-1
Ets1	Psen1	1
Creb1	Aanat	1
Crem	Aanat	1
Mycn	Inhba	-1
Zeb1	Cdh1	-1
Nfatc2	Tnf	1
Hand2	Hand2	1
Mtf1	Slc30a1	1
Ybx1	F2	1
Nkx3-1	Kras	1
Tp53	Bglap	1
Sp1	Trim63	1
Creb1	Cck	1
Foxo1	G6pc1	1
Spi1	G6pc1	1
Sp1	Ptn	1
Atf3	Sele	-1
Atf3	Tnf	1
Ppara	Sele	-1
Cdx2	Psmb9	1
Cdx2	Tap1	1
Thra	Pkd2	1
Sox17	Hp	1
Sox17	Slurp1	1
Tp53	Sod2	1
Myc	Cdkn1b	-1
Sp1	Egf	1
Wt1	Ccn2	-1
Mef2a	Akt1	1
Mef2a	Pik3r1	1
Myod1	Akt1	1
Myod1	Pik3r1	1
Nr4a1	Hsd17b1	1
Ewsr1	Ewsr1	1
Ewsr1	Fli1	1
Fli1	Ewsr1	1
Fli1	Fli1	1
Nr3c1	Myc	1
Creb1	Tg	1
Creb1	Tpo	1
Sp1	Aprt	1
Sp1	Cd44	1
Hnf1a	Src	1
Jun	Atf3	1
Atf3	Jun	1
Atf2	Atf3	1
Sox9	Col9a2	1
Pou1f1	Ibsp	1
Pou1f1	Pth	1
Tp53	Rrm2b	1
Esr1	Igf1r	1
Esr1	Sp1	1
Sp1	Esr1	1
Egr1	Tgfbr2	-1
Atf2	Ddit3	1
Ddit3	Atf2	-1
Myf5	Fgf4	1
Myod1	Fgf4	1
Ybx3	Cat	1
Tbx15	Tert	1
Nkx3-1	Actg2	1
Srf	Actg2	1
Nfat5	Slc14a2	1
Cebpb	Ifng	1
Cebpb	Aldh2	1
Cebpg	Aldh2	1
Mef2b	Axl	1
Mef2b	Rhd	1
Nkx6-2	Mbp	1
Nkx6-2	Plp1	1
Pou2f1	Hpgds	1
Nr1h4	Pltp	1
Mef2c	Myh7	1
Esr1	Smarca4	1
Mtf1	Mtf1	1
Kat7	Crebbp	1
Jund	Tp53bp1	1
Hmga1	Rho	1
Jun	Gclc	1
Hif1a	Psmc6	1
Hif1a	Tp53	1
Tp53	Hif1a	-1
Tp53	Psmc6	1
Pparg	Vcam1	-1
Cebpb	Il4	1
Cebpg	Il4	1
Ppara	Tnf	-1
Pparg	Tnf	-1
Esr1	Carm1	1
Cebpb	Gadd45a	1
Cebpd	Gadd45a	1
Cebpg	Gadd45a	1
Tp53	Tp53bp1	-1
Esr1	Apoa1	1
Creb1	Cga	1
Esr1	Esr2	1
Esr2	Esr1	-1
Esr2	Pgr	1
Pgr	Esr2	1
Clock	Serpine1	1
Nr0b2	Ptpn6	1
Nfya	Npr1	-1
Gata1	Spi1	-1
Spi1	Gata1	-1
Kcnh4	Rho	1
Kcnh8	Rho	1
Cebpa	Adrb3	1
Aire	Fos	1
Hsf1	Fos	1
Sp1	Igf1	1
Esr1	Krt19	1
Esr2	Krt19	1
Cebpd	Hp	1
Sp1	Slc29a1	-1
Nr1h3	Acaca	1
Stat3	Tnf	-1
Stat5a	Tnf	1
Esr1	Akt1	1
Esr1	Nos3	1
Nr1h4	Nr5a2	1
Nr0b2	Cyp7a1	-1
Cebpg	Slc10a1	1
Sp1	Polb	-1
Sp1	S100a8	1
E2f4	Cdk1	1
Tp53	E2f4	1
Tp53	Rbl2	1
Pparg	Cdkn1b	1
Zglp1	Gcg	1
Jun	Nqo1	1
Junb	Nqo1	1
Jund	Nqo1	1
Nfe2l2	Nqo1	1
Elf3	Nos2	1
Nr3c1	Nr3c1	1
Yy1	Gaa	-1
Smad3	Spp1	1
Smad4	Spp1	1
Atf2	Pck1	1
Maf	Sparc	1
Mafa	Sparc	1
Jun	Bmp4	1
Sox10	Tubb3	1
Ar	Il6	1
Esr1	Il6	1
Wt1	Vdr	1
Vdr	Vdr	1
Sp1	Il1a	1
Foxa1	Sftpb	1
Ascl1	Ascl1	1
Ascl1	Hes1	1
Hes1	Ascl1	-1
Nr1d1	Afp	-1
Nr1d2	Afp	-1
Esr1	Ccnd2	1
Myf5	Pdgfa	1
Esr1	Arhgdia	1
Ar	Arhgdia	1
Esr2	Arhgdia	1
Sp1	Arhgdia	1
Esr1	Rac1	1
Esr1	Rhoa	1
Esr1	Pck1	1
Sp1	Prkcg	1
Sp1	Mmp9	1
Tp53	Fhl2	1
Tbx2	Cdkn2a	-1
Klf1	Hbe1	1
Pax6	Pax6	1
Pax6	Rax	1
Hnf4a	Jun	1
Pias3	Stat3	1
Stat3	Pias3	1
Sp1	Ptgis	1
Myf5	Myf5	1
Usf2	Fshr	1
Mitf	Kit	1
Smarca1	H2az1	1
Apex1	Actb	1
Hoxb4	Hoxb4	1
Usf2	Hoxb4	1
Esr1	Avp	1
Esr2	Avp	1
Dnmt1	Ebp	1
Srebf1	Lpl	1
Creb1	Ptgs2	1
Crem	Pck1	1
Gata3	Il4	1
Nfia	Cyp1a1	1
Nr1i3	Tat	1
Nr3c1	Cyp2b2	1
E2f1	Cryaa	1
Hey2	Hey2	1
Cebpg	Edn1	1
Tp53	Tnf	1
Jun	Pcsk1	1
Sp1	St8sia1	1
Tp53	Ppm1d	1
Ets1	Mmp7	1
Tp53	Fas	1
Nrg1	Pik3c3	1
Nkx2-5	Calr	1
Nr2f1	Calr	1
Tp53	Slc19a1	-1
Creb1	Agt	1
Crem	Agtrap	1
Creb1	Agtr1	1
Crem	Agtr1	1
Usf2	Dpp4	1
Srebf2	Fdft1	1
Nr1i2	Rbl2	1
Spi1	Ptpn13	1
Spi1	Ptprc	1
Spi1	Spi1	1
Cebpb	Stat3	1
Stat3	Cebpb	1
Stat3	Tgfb1	1
Ahr	Myc	1
Nr1i3	Cyp3a2	1
Nr1i2	Cyp2b2	1
Jun	Plau	1
Cebpb	Plaat1	1
Creb1	Ren1	1
Creb1	Psen1	1
Sp1	Pth1r	1
Nr2f1	Vtn	1
Tp53	Sp1	-1
Sp1	Tp53	1
Nfe2l2	Gclc	1
Usf2	Cox5b	1
Usf2	Crebbp	1
Stat5a	Il18	1
Irf7	Tap2	1
Thra	Pkd1	1
Hif1a	Slc2a1	1
Bcl6	Stat3	-1
Stat3	Bcl6	1
Gbx2	Gbx2	1
Spi1	Gstm2	1
Hmga1	Spi1	1
Tp53	Hras	1
Tp53	Nos2	-1
Tp53	Pthlh	1
Sp1	Vcam1	1
Sp1	Il4	1
Creb1	Trh	1
Stat3	Igfbp1	1
Pou2f1	Nos2	1
Hoxb7	Myh10	1
Smad1	Tnfsf11	1
Sp1	Ebp	1
Srebf1	Star	1
Zglp1	Kcnj11	1
Nr5a1	Cd44	1
Max	Cxcr4	1
Mxd1	Cxcr4	-1
Nr0b1	Cyp17a1	-1
Cebpb	Nf1	1
Nr5a1	Nf1	1
Cebpg	Nf1	1
Esr1	Tgfa	1
Hnf1a	Nr5a2	1
Nr5a2	Hnf1a	1
Creb1	Galr1	1
Nr1h3	Apoe	1
Pparg	Ucp2	1
Spi1	Il4	1
Tp53	Chek1	-1
Pitx1	Shh	1
Nkx2-1	Sftpb	1
Gata4	Nfya	1
Sox10	Erbb3	1
Elf2	Tie1	1
Pitx2	Plod1	1
Srf	Nppa	1
E2f4	Dhfr	-1
Sp1	Dhfr	1
Sp1	Rbl2	1
Tfdp1	Dhfr	1
Tfdp1	Rbl2	1
Cebpb	Csn2	1
Nr5a1	Gnrhr	1
Pax3	F10	1
Spi1	F10	1
Esr1	Tgfb3	1
Stat3	Mcl1	1
Sp1	Ccnd2	1
Stat5a	Ccnd2	1
Nfyb	Cd74	1
Atf2	Rhob	1
Ar	Crebbp	1
Ar	Mme	1
Cebpb	Igf2	1
Sp1	Igf2	1
Egr1	Dlk1	1
Sp1	Kmt2a	1
Gata2	Epo	-1
Egr1	Col1a2	1
Twist1	Col1a2	1
Zfp395	Tp53	1
Cebpe	S100a9	1
Cebpe	S100a8	1
Ppara	Cpt1a	1
Ppara	Ptafr	-1
Ascl1	Hmox1	-1
Atoh7	Pou4f2	1
Pou4f2	Pou4f1	-1
Pou4f1	Pou4f2	1
Tp73	Tnfrsf11a	1
Tp53	Ppia	1
Tp73	Ppia	1
Ahr	Hspb1	-1
Esr1	Hspb1	1
Nr3c1	Pomc	-1
Creb1	Nf1	1
Elf3	Erbb2	1
Creb1	Plat	-1
Atf2	Plat	1
Smad7	Cdk1	-1
Smad7	Tgm1	1
Usf2	Fcer1g	1
Usf2	Fcgrt	1
Ar	Hspa9	1
Nr3c1	Ar	1
Ar	Nr3c1	1
Zglp1	Mapk14	1
Hsf1	Kras	1
Hnf1a	Ugt2b1	1
Jun	Akt1	1
Spi1	Scgb1a1	1
Tp53	Hr	-1
Hr	Tp53	1
Jun	Ephb2	1
Jun	Vegfa	1
Pou2f1	Gadd45a	1
Egr1	Hmox1	1
Sp1	Pdgfb	1
Egr1	Pdgfb	1
Hnf4a	Rbp2	1
Pax6	Maf	1
Maf	Maf	1
Crem	Fshr	1
Sp1	Park7	1
Sp1	Comp	1
Fos	Serpine1	1
Foxm1	Apob	1
Hnf4a	Apob	1
Cebpg	Apoe	1
Foxm1	Apoe	1
Tp73	Aqp3	1
Tp53	Aqp3	1
Sp1	Cdkn1b	1
Ets1	Cdkn2a	1
Id1	Cdkn2a	-1
Fosl1	Plaur	1
Jun	Plaur	1
Hr	Ndrg1	1
Tcf3	Ndrg1	1
Tp53	Ndrg1	1
Pax3	Tyr	1
Irf1	Tap2	1
Creb1	Il2	1
Nr4a2	Slc6a3	1
Ar	Ache	1
Ahr	Arnt	1
Arnt	Ahr	1
Arnt	Arnt	1
Foxg1	Foxg1	1
Rest	Nppa	-1
Spi1	Cybb	1
Usf2	Apc	1
Snai1	Ilk	1
Cebpb	Apob	1
Foxa2	Apob	1
Jdp2	Igfbp7	1
Cebpb	Oxt	1
Pitx1	Sst	1
Pitx1	Sstr2	1
Sp1	Sstr2	1
Esr1	Ldlr	1
Ar	Tf	1
Jun	Nos2	1
Tp63	Il12a	1
Spi1	Il12b	1
Sp1	Gja1	1
Ar	Axin1	1
Ar	Ret	1
Nfe2l2	Pmf1	1
Nr0b1	Amh	1
Sox9	Amh	1
Nr0b1	Gata4	1
Sf1	Nr0b1	1
Nr0b1	Sf1	1
Srf	Dmd	1
Egr1	Pnmt	1
Nr2c2	Akt1	1
Cebpb	Lep	1
Hmga1	Lep	1
Sp1	Maob	1
Pax3	Maob	1
Smad2	Mmp2	1
Mybl2	Ccna1	1
Myc	Cd4	1
Nr3c1	Scnn1a	1
Cebpb	Psmc6	1
Foxn1	Atp7a	1
Hr	Ccne1	1
Hr	Rb1	1
Akna	Cd40lg	1
Cebpb	Ctsc	1
Cebpd	Ctsc	1
Pdx1	Agxt	1
Foxa2	Agxt	1
Foxn1	Mbd3	1
Mbd2	Mbd3	1
Atf4	Hmox1	1
Nfe2l2	Hmox1	1
Nr4a1	Akt1	1
Mef2c	Slc2a4	1
Nr3c1	Htr1a	-1
Nr3c2	Htr1a	-1
Smad2	Acan	1
Pparg	Ptgs2	-1
Rest	Crh	-1
Spi1	Bcl2l1	1
Ets1	Bcl2l1	1
Jun	Bcl2l1	1
Pou2f1	Cdx2	1
Hnf1a	Pdx1	1
Sp1	Pdx1	1
Tfap2c	Sod2	-1
Ets1	Col1a2	1
Fli1	Col1a2	-1
Sp1	Parp1	1
Irf1	Fgfr1	1
Irf3	Fgfr1	1
Stat3	Hgf	1
Nr0b1	Plg	1
Sp1	Ercc3	1
Jun	Ptpn6	1
Sp1	Apoa1	1
Gata2	Edn1	1
Hif1a	Edn1	1
Cebpd	Pdgfra	1
Sp1	Cycs	1
Cebpb	Il12b	1
Jun	Il12b	1
Srf	Tagln	1
Tp53	Apc	1
Sp1	Dhcr7	1
Ar	Smad3	-1
Smad3	Ar	1
Cdx2	Si	1
Ybx1	Ibsp	1
E4f1	Aprt	1
Zbtb17	Cdkn2b	1
Myc	Cdkn2b	-1
Cebpa	Cebpa	1
Runx1	Cebpa	1
Ppara	Fabp1	1
Sp1	Slc9a2	1
Nr1h2	Srebf1	1
Nr1h3	Srebf1	1
Nr1h3	Fasn	1
Tp53	Jdp2	-1
Jdp2	Tp53	1
Pparg	Ccnd1	-1
Fos	Ccnd1	-1
Hes1	Cd4	-1
Sp1	Tkt	1
Mtf1	Pgf	1
Dnmt1	Dnmt1	1
Pitx1	Pomc	1
Atf4	Scg2	-1
Atf4	Penk	1
Pparg	Hgf	1
Tp53	Hbegf	1
Sp1	P2rx4	-1
Wt1	Ar	-1
Gata3	Cd38	1
Epas1	Tfrc	1
Tp53	Dnmt1	-1
Dnmt1	Tp53	1
Tp73	Cdh1	1
Tp73	Cdkn2a	1
Tp73	Cdkn2b	1
Tp73	Gstp1	1
Tp73	Mgmt	1
Tp73	Mlh1	1
Tp73	Timp3	1
Tcf3	Cdh1	-1
Pou4f2	Ddc	1
Cebpb	Samhd1	1
Creb1	Ache	1
Usf2	Serpine1	-1
Hoxb6	Usf2	1
Usf2	Usf2	1
Kat7	Il2	1
Foxi2	Tsc1	1
Foxo4	Akt1	1
E2f1	Rpa2	1
Max	Cdkn1b	1
Myc	Chka	1
Tp53	Lgals1	1
Thra	Ca2	-1
Thra	Tkt	1
Zfhx3	Afp	-1
Id1	Tf	-1
Id2	Tf	1
Jun	Igfbp7	1
Egr1	Ptpn1	-1
Pax3	Ptpn1	1
Egr1	Abl1	1
Eno1	Mbl2	1
Myc	Mbl2	1
Jun	A2m	1
Stat3	A2m	1
Tp53	Hfm1	1
Dnmt1	Tert	1
Dnmt1	Rbp1	1
Nr4a1	Adcyap1	1
Nr4a1	Gnrhr	1
Znf148	Znf148	1
Nr3c1	Jun	-1
Jun	Nr3c1	-1
Jun	Cyp11a1	1
Jun	Mmp9	1
Tp53	Igf2	-1
Yy1	Top3a	1
Nrl	Rho	1
Nr5a1	Fshr	1
Nr0b1	Fshr	1
Egr1	Gnrh1	1
Nr5a1	Gnrh1	1
Esr1	Tfpi2	1
Yy1	Plp1	1
Smad3	Bglap	1
Smad3	Runx2	-1
Mitf	Ctsk	1
Nr3c1	Pck1	1
Sp1	Bloc1s3	1
Hes1	Neurog3	-1
Esr1	Egr1	1
Pax3	Gjb2	1
Egr1	Slc10a4	1
Sp1	Slc10a4	1
Sp1	Kel	-1
Jund	Il6	1
Jund	Timp1	1
Fosb	Timp1	1
Sp1	Ces1d	1
Elk1	Prl	1
Cebpa	Lep	1
Xbp1	Clybl	-1
Cebpa	Myc	-1
Myc	Cebpa	-1
Twist1	Bglap	1
Sp1	Cd28	1
Egr1	Cd28	1
Mycn	Enpp2	1
Sp1	Col1a1	-1
Sp1	Col3a1	1
Sp1	Col5a2	1
Sp1	Timp1	1
Phf20	Cyp11a1	1
Stat3	Mapk3	1
Tp53	Msh2	1
Nr2f2	Nr2f2	1
Nr2c2	Cdkn2a	1
Nr2c2	Myh7	1
Smad1	Myh7	1
Pbx4	Lpar1	1
Fos	Vegfa	1
Sox18	Oprm1	1
Fos	Il6	-1
Hif1a	Hmox1	1
Esr1	Ada	1
Foxp1	Scgb1a1	-1
Foxp1	Sftpc	1
Foxp2	Scgb1a1	-1
Foxp2	Sftpc	1
Tp53	Tnfsf14	1
Barx1	Mcl1	1
Irf1	Bcl2	-1
Irf1	Lck	1
Irf1	Slc22a6	1
Nr4a3	Vcam1	1
Hif1a	Erbb2	1
Hif1a	Hif1a	-1
Hif1a	Pik3r1	1
Sp1	Fasn	1
Ahr	Ugt1a6	1
Nr0b2	Ahr	1
Nr0b2	Cyp1a1	-1
Nr0b2	Ugt1a6	-1
Sp1	Mta2	1
Foxn1	Mta2	1
Mta2	Mta2	1
Atf2	Sftpb	-1
Creb1	Sftpb	-1
Sp1	Gda	1
Spi1	Ostm1	1
Dlx4	Ache	1
Dlx4	Tnfrsf11a	1
Klf12	Ache	1
Klf12	Tnfrsf11a	1
Sp1	Hsd17b4	1
Atf3	Ccnd1	-1
Nkx3-1	Abl2	1
Tp53	Nkx3-1	-1
Nkx3-1	Tp53	1
Tp53	Abl2	1
Sp1	Pold1	1
Tp53	Pold1	-1
Hnf4a	Ghr	1
Hr	Notch1	1
Creb1	Bdnf	1
Pparg	Pten	1
Tp53	Avp	1
Tp63	Avp	1
Tp73	Avp	1
Nr2f2	Nppa	1
Nr2f6	Nppa	1
Zfpm2	Nppa	1
Gata4	Nr2f2	1
Smad3	Cd79a	1
Smad4	Cd79a	1
Smad7	Cd79a	1
Mef2a	Tg	1
Nr4a1	Tg	1
Cebpb	Il2	1
Fosl1	Il2	-1
Junb	Il2	1
Nr1h4	Abcb11	1
Foxg1	Serpine1	-1
Foxg1	Cdkn2b	1
E2f1	Apaf1	1
Tp53	Apaf1	1
Ets1	Csnk2a2	1
Sp1	Ghr	1
Ppara	Icam1	-1
Ybx1	Pdgfb	1
Pou2f1	Tnf	1
Nr5a1	Scp2	1
Kat7	Csf2	1
Kat7	Oga	1
Tp73	Cdc25c	-1
Tp53	Cdc25c	-1
Gata3	Vcam1	-1
Gata6	Tnf	1
Gata6	Vcam1	1
Pparg	Pck1	1
Tp53	Bdkrb1	1
Hnf4a	Pten	1
Egr1	Ins2	1
Nrg1	Cd44	1
Vdr	Dcn	1
Hnf1a	Si	1
Pparg	Agtr1	-1
Esr1	Cd44	1
Cebpg	Trim63	1
Cebpb	Avp	1
Sp1	Agtr1	1
Mafa	Nqo1	1
Thra	Isx	1
Esr2	Esr2	1
Sp1	Csf2	1
Tp53	Sumo1	1
Dnmt1	Rb1	-1
Ppara	Abcd2	1
Hsf1	Hspa1b	1
Hsf1	Hspa1a	1
Nfatc1	Nfatc1	1
Nfatc1	Ptgs2	1
Spi1	Acp5	1
Spi1	Tnfsf11	1
Pparg	Spp1	-1
Sp1	Mat2a	1
Zbtb16	Mat2a	1
Nr0b1	Cyp11a1	-1
Sp1	Car9	1
Pou2f3	Krt14	-1
Pou3f1	Krt14	-1
Pou2f3	Crebbp	1
Stat3	Bcl2	1
Zeb1	Vdr	1
Ssrp1	Eng	1
Sp1	Eng	1
E2f1	Tert	1
Nfatc1	Edn1	1
Tp53	Dab2	1
Tp53	Mapk14	1
Nr0b2	Slc10a1	-1
Nrl	Aldh7a1	1
Sp1	Aldh7a1	1
Cebpe	Nppa	1
Bmal1	Bmal1	1
Bmal1	Cry1	1
Bmal1	Per2	1
Npas2	Bmal1	1
Npas2	Cry1	1
Npas2	Per1	1
Npas2	Per2	1
Srebf1	Pck1	-1
Dlx2	Col2a1	1
Dlx2	Adra1d	1
Sp1	Gdf15	1
Sp1	Col2a1	1
Tbx15	Col2a1	1
Smad7	Map2k1	1
Smad2	Furin	1
Tp53	Furin	1
Cdx2	Vdr	1
Nkx3-1	Bcl2l1	1
Runx2	Ambn	1
Pax8	Bcl2	1
Pax3	Gcgr	1
Spi1	Gcgr	1
Nrg1	Hgf	1
Nkx3-1	Ahr	1
Smad2	Tgfb1	1
Hif1a	Ins2	1
Maf	Gcg	1
Esr2	Igf1	1
Sp1	Wnk1	1
Nr3c1	Il6	-1
Esr1	F12	1
Foxm1	Gck	1
Hnf1a	Gck	1
Tp53	Bbc3	1
Creb1	Gnrhr	1
Creb1	Tf	1
Cebpb	Ccr5	1
Foxo1	Pck1	1
Sp1	Myc	1
Sp1	Cyp7b1	1
Tp53	Serpine1	1
Ahr	Tnf	1
Dlx5	Col1a1	1
Cebpg	Fas	1
Cebpb	Fas	1
Smad3	Pthlh	1
Sp2	Mat2a	1
Nr3c1	Adrb1	1
Sp1	Sin3a	1
Klf2	Myc	-1
Nr2c2	Cyp21	-1
Egr1	Cat	1
Wt1	Cat	-1
Cebpb	A2m	1
Sp1	Adra1d	1
Sp1	Gstp1	1
Cebpb	Gstp1	1
Klf1	Ftmt	1
Tfap2c	Erbb2	1
Nr2f1	Pklr	1
Nr2f1	Rps14	1
Nfat5	Tnf	1
Atf3	Myh6	1
Egr1	Plat	1
Tcf12	Ptcra	1
Tcf3	Ptcra	1
Egr2	Gjb1	1
Sp1	Cyp3a2	1
Hbp1	Ccnd1	-1
Fos	Wee1	1
Mybl2	Rb1	1
Srf	Nos2	-1
Egr1	Ccnd1	1
Egr1	Kras	1
Egr1	Pik3r1	1
Nr0b2	Kras	1
Tp53	Ar	-1
Ar	Tp53	1
Ar	Jun	1
Jun	Ar	-1
Ctbp2	Fgf3	1
Sox6	Fgf3	-1
Noto	Eno2	1
Ppara	Aldh2	-1
Sp1	Ctns	1
Nfia	Csf1	1
Stat5a	Shc1	1
Myc	Ccne1	1
Myc	Ephb2	1
Myc	Pik3r1	1
Myc	Egf	1
Elf3	Ccnd3	1
Elf3	Theg	1
Tcf3	Ccnd3	1
Tcf3	Theg	1
Tcf3	Ccnd2	1
Egr1	Sod2	1
Mxd1	Ccnd2	1
Yy1	Col1a1	1
Sox9	Mapk3	1
Sox9	Cdh2	1
Hsf1	Sumo1	1
Sp1	Igfbp3	1
Stat5b	Igf1	1
Pitx2	Gad1	1
Ssrp1	Cyp7a1	1
Nr0b2	Nr5a2	-1
Nr5a2	Nr0b2	1
Ar	Cga	-1
Jun	Cga	-1
Atf2	Cga	1
Ar	Lhb	-1
Ar	Sf1	1
Egr1	Sf1	1
Hnf1a	Spp1	1
Tp73	Ccne1	1
Nr1h4	Sult2a1	1
Nr1h4	P50235	1
Nr1h4	St2a2	1
Pparg	Adipoq	1
Yy1	RT1-Da	-1
Hnf4a	Nr0b2	1
Nr0b2	Hnf4a	-1
Esr1	Il4	1
Klf1	Cdkn1b	1
Tp53	Pten	1
Zbtb17	Ldlr	1
Hes1	Ins2	1
Hes1	Neurod1	1
Neurod1	Hes1	1
Pdx1	Hes1	1
Pax3	Phox2a	1
Tp53	Bnip3	1
Myf5	Atp9b	1
Myod1	Atp9b	1
Nkx2-5	Myh7	1
